MS46522B
!2036101/M1: 20062002
!7/30/2026.2:13:51.PM
!CHANNEL.1
!TR.MEASUREMENT
!RF.CORRECTION.OFF
!AVERAGING.OFF
!IF.BANDWIDTH: 100HZ
!NUMBER.OF.TRACES: 2
!TRACE:       ,TRACE.1           ,TRACE.2           
!PARAMETER:   ,S21               ,S21               
!PORT:        ,PORT1             ,PORT1             
!GRAPH:       ,LOGMAG.PHASE      ,POLAR.LIN.PHASE   
!SMOOTHING:   ,OFF               ,OFF               
!TIMEDOMAIN:  ,NOT.INSTALLED     ,NOT.INSTALLED     
!SWEEPTYPE: FREQ.SWEEP(Linear)
PNT,FREQ1.GHZ,LOGMAG1,PHASE1.DEG,FREQ2.GHZ,LINMAG2,PHASE2.DEG
1813,7.645344849,-6.495666E+001,110.7617000,7.645344849,-2.003364E-004,0.0005285
1814,7.645352349,-6.501497E+001,110.6512000,7.645352349,-1.979841E-004,0.0005253
1815,7.645359849,-6.480207E+001,110.0491000,7.645359849,-1.972279E-004,0.0005404
1816,7.645367349,-6.512489E+001,110.8825000,7.645367349,-1.975865E-004,0.0005179
1817,7.645374849,-6.499971E+001,110.1852000,7.645374849,-1.940455E-004,0.0005278
1818,7.645382349,-6.494315E+001,109.9613000,7.645382349,-1.932352E-004,0.0005320
1819,7.645389849,-6.500566E+001,108.6379000,7.645389849,-1.795994E-004,0.0005325
1820,7.645397349,-6.503755E+001,109.8835000,7.645397349,-1.904320E-004,0.0005265
1821,7.645404849,-6.515427E+001,109.9585000,7.645404849,-1.885706E-004,0.0005193
1822,7.645412349,-6.497900E+001,109.9447000,7.645412349,-1.922867E-004,0.0005299
1823,7.645419849,-6.503015E+001,109.8954000,7.645419849,-1.907041E-004,0.0005269
1824,7.645427349,-6.517609E+001,110.4472000,7.645427349,-1.925085E-004,0.0005163
1825,7.645434849,-6.480214E+001,109.4722000,7.645434849,-1.917749E-004,0.0005424
1826,7.645442349,-6.506606E+001,107.7934000,7.645442349,-1.705411E-004,0.0005314
1827,7.645449849,-6.499795E+001,109.4802000,7.645449849,-1.875742E-004,0.0005303
1828,7.645457349,-6.506246E+001,108.3971000,7.645457349,-1.762034E-004,0.0005298
1829,7.645464849,-6.521694E+001,108.6604000,7.645464849,-1.754876E-004,0.0005196
1830,7.645472349,-6.496767E+001,107.4790000,7.645472349,-1.695330E-004,0.0005384
1831,7.645479849,-6.507144E+001,108.9681000,7.645479849,-1.812867E-004,0.0005275
1832,7.645487349,-6.508376E+001,107.7091000,7.645487349,-1.694143E-004,0.0005306
1833,7.645494849,-6.514016E+001,109.3676000,7.645494849,-1.835031E-004,0.0005220
1834,7.645502349,-6.508965E+001,108.7244000,7.645502349,-1.786671E-004,0.0005271
1835,7.645509849,-6.521176E+001,107.8483000,7.645509849,-1.682051E-004,0.0005224
1836,7.645517349,-6.516692E+001,107.0085000,7.645517349,-1.613619E-004,0.0005275
1837,7.645524849,-6.514072E+001,107.6092000,7.645524849,-1.673874E-004,0.0005274
1838,7.645532349,-6.533149E+001,108.0551000,7.645532349,-1.677610E-004,0.0005146
1839,7.645539849,-6.527115E+001,108.4169000,7.645539849,-1.721998E-004,0.0005171
1840,7.645547349,-6.533874E+001,107.1567000,7.645547349,-1.595380E-004,0.0005168
1841,7.645554849,-6.532607E+001,107.0241000,7.645554849,-1.585734E-004,0.0005179
1842,7.645562349,-6.520291E+001,107.2126000,7.645562349,-1.625643E-004,0.0005248
1843,7.645569849,-6.516895E+001,108.6085000,7.645569849,-1.759868E-004,0.0005227
1844,7.645577349,-6.523624E+001,107.3488000,7.645577349,-1.631842E-004,0.0005224
1845,7.645584849,-6.526947E+001,105.8862000,7.645584849,-1.492259E-004,0.0005243
1846,7.645592349,-6.521747E+001,106.8233000,7.645592349,-1.587288E-004,0.0005250
1847,7.645599849,-6.540256E+001,106.0460000,7.645599849,-1.483963E-004,0.0005160
1848,7.645607349,-6.528703E+001,105.6264000,7.645607349,-1.465503E-004,0.0005240
1849,7.645614849,-6.523999E+001,106.6560000,7.645614849,-1.567883E-004,0.0005241
1850,7.645622349,-6.521918E+001,106.1772000,7.645622349,-1.527691E-004,0.0005266
1851,7.645629849,-6.525627E+001,106.2613000,7.645629849,-1.528883E-004,0.0005241
1852,7.645637349,-6.529134E+001,104.4259000,7.645637349,-1.354735E-004,0.0005266
1853,7.645644849,-6.566045E+001,104.6073000,7.645644849,-1.314346E-004,0.0005043
1854,7.645652349,-6.530202E+001,105.5568000,7.645652349,-1.456622E-004,0.0005232
1855,7.645659849,-6.535558E+001,105.2408000,7.645659849,-1.418971E-004,0.0005208
1856,7.645667349,-6.536495E+001,107.5306000,7.645667349,-1.624162E-004,0.0005142
1857,7.645674849,-6.578935E+001,104.3139000,7.645674849,-1.269522E-004,0.0004975
1858,7.645682349,-6.559229E+001,103.9215000,7.645682349,-1.263764E-004,0.0005098
1859,7.645689849,-6.539025E+001,104.6483000,7.645689849,-1.359596E-004,0.0005202
1860,7.645697349,-6.534756E+001,105.0453000,7.645697349,-1.402480E-004,0.0005218
1861,7.645704849,-6.537338E+001,104.1864000,7.645704849,-1.320185E-004,0.0005223
1862,7.645712349,-6.570375E+001,104.3115000,7.645712349,-1.281887E-004,0.0005025
1863,7.645719849,-6.550821E+001,105.7412000,7.645719849,-1.438887E-004,0.0005105
1864,7.645727349,-6.558398E+001,103.3964000,7.645727349,-1.218156E-004,0.0005115
1865,7.645734849,-6.560882E+001,103.8310000,7.645734849,-1.253330E-004,0.0005091
1866,7.645742349,-6.553493E+001,104.1695000,7.645742349,-1.294346E-004,0.0005127
1867,7.645749849,-6.564702E+001,103.1540000,7.645749849,-1.187852E-004,0.0005083
1868,7.645757349,-6.565656E+001,102.7673000,7.645757349,-1.152258E-004,0.0005085
1869,7.645764849,-6.571806E+001,104.9255000,7.645764849,-1.333461E-004,0.0005003
1870,7.645772349,-6.561436E+001,105.6888000,7.645772349,-1.416796E-004,0.0005044
1871,7.645779849,-6.587336E+001,104.4229000,7.645779849,-1.266675E-004,0.0004925
1872,7.645787349,-6.582065E+001,103.1149000,7.645787349,-1.160940E-004,0.0004983
1873,7.645794849,-6.569296E+001,103.5640000,7.645794849,-1.217730E-004,0.0005047
1874,7.645802349,-6.566410E+001,102.1703000,7.645802349,-1.098251E-004,0.0005092
1875,7.645809849,-6.597662E+001,103.1602000,7.645809849,-1.144155E-004,0.0004893
1876,7.645817349,-6.570712E+001,103.0276000,7.645817349,-1.168519E-004,0.0005050
1877,7.645824849,-6.578409E+001,102.1842000,7.645824849,-1.084406E-004,0.0005022
1878,7.645832349,-6.572752E+001,102.0741000,7.645832349,-1.081779E-004,0.0005057
1879,7.645839849,-6.568613E+001,102.7974000,7.645839849,-1.151003E-004,0.0005067
1880,7.645847349,-6.589171E+001,102.1349000,7.645847349,-1.066785E-004,0.0004961
1881,7.645854849,-6.589939E+001,101.5776000,7.645854849,-1.017580E-004,0.0004967
1882,7.645862349,-6.598647E+001,102.4329000,7.645862349,-1.080716E-004,0.0004902
1883,7.645869849,-6.587112E+001,101.7275000,7.645869849,-1.033929E-004,0.0004981
1884,7.645877349,-6.594713E+001,104.1131000,7.645877349,-1.229539E-004,0.0004890
1885,7.645884849,-6.610670E+001,102.4531000,7.645884849,-1.067564E-004,0.0004834
1886,7.645892349,-6.606118E+001,101.6645000,7.645892349,-1.006187E-004,0.0004874
1887,7.645899849,-6.637781E+001,102.0326000,7.645899849,-1.000346E-004,0.0004693
1888,7.645907349,-6.599942E+001,100.8598000,7.645907349,-9.443324E-005,0.0004922
1889,7.645914849,-6.631236E+001,102.2080000,7.645914849,-1.022385E-004,0.0004726
1890,7.645922349,-6.611075E+001,101.5647000,7.645922349,-9.920197E-005,0.0004848
1891,7.645929849,-6.627295E+001,99.9286300,7.645929849,-8.374202E-005,0.0004784
1892,7.645937349,-6.614174E+001,100.3464000,7.645937349,-8.855586E-005,0.0004851
1893,7.645944849,-6.633256E+001,102.5200000,7.645944849,-1.045665E-004,0.0004709
1894,7.645952349,-6.620609E+001,99.4633700,7.645952349,-8.047163E-005,0.0004828
1895,7.645959849,-6.613760E+001,100.1694000,7.645959849,-8.709869E-005,0.0004856
1896,7.645967349,-6.634709E+001,100.3348000,7.645967349,-8.639051E-005,0.0004737
1897,7.645974849,-6.609036E+001,101.2209000,7.645974849,-9.651769E-005,0.0004865
1898,7.645982349,-6.663425E+001,99.5221900,7.645982349,-7.707271E-005,0.0004595
1899,7.645989849,-6.613968E+001,99.2319900,7.645989849,-7.912390E-005,0.0004868
1900,7.645997349,-6.661603E+001,99.0144400,7.645997349,-7.315118E-005,0.0004611
1901,7.646004849,-6.646390E+001,100.4273000,7.646004849,-8.599157E-005,0.0004673
1902,7.646012349,-6.642257E+001,99.5364200,7.646012349,-7.909101E-005,0.0004708
1903,7.646019849,-6.664706E+001,99.7373400,7.646019849,-7.868133E-005,0.0004585
1904,7.646027349,-6.663749E+001,97.9827000,7.646027349,-6.467655E-005,0.0004612
1905,7.646034849,-6.684968E+001,97.5697800,7.646034849,-5.987045E-005,0.0004505
1906,7.646042349,-6.639417E+001,98.9326800,7.646042349,-7.436863E-005,0.0004731
1907,7.646049849,-6.668485E+001,97.5957700,7.646049849,-6.122566E-005,0.0004591
1908,7.646057349,-6.659390E+001,98.9159900,7.646057349,-7.254336E-005,0.0004624
1909,7.646064849,-6.681107E+001,97.9096600,7.646064849,-6.282045E-005,0.0004522
1910,7.646072349,-6.669646E+001,97.8229400,7.646072349,-6.296133E-005,0.0004583
1911,7.646079849,-6.681495E+001,98.1089000,7.646079849,-6.436366E-005,0.0004517
1912,7.646087349,-6.688582E+001,96.8573800,7.646087349,-5.403897E-005,0.0004494
1913,7.646094849,-6.677764E+001,97.7254000,7.646094849,-6.160262E-005,0.0004541
1914,7.646102349,-6.656253E+001,97.4126500,7.646102349,-6.060552E-005,0.0004658
1915,7.646109849,-6.695448E+001,95.7312500,7.646109849,-4.484126E-005,0.0004468
1916,7.646117349,-6.697018E+001,96.4061700,7.646117349,-5.001060E-005,0.0004454
1917,7.646124849,-6.685347E+001,96.5700100,7.646124849,-5.197782E-005,0.0004513
1918,7.646132349,-6.717656E+001,95.3745000,7.646132349,-4.099684E-005,0.0004358
1919,7.646139849,-6.715948E+001,96.3097700,7.646139849,-4.819899E-005,0.0004359
1920,7.646147349,-6.716670E+001,97.3627900,7.646147349,-5.615502E-005,0.0004346
1921,7.646154849,-6.703188E+001,95.3472200,7.646154849,-4.147445E-005,0.0004431
1922,7.646162349,-6.729282E+001,95.1020100,7.646162349,-3.840636E-005,0.0004302
1923,7.646169849,-6.720035E+001,94.4301900,7.646169849,-3.371703E-005,0.0004352
1924,7.646177349,-6.759225E+001,95.8440600,7.646177349,-4.248407E-005,0.0004151
1925,7.646184849,-6.735484E+001,95.9385700,7.646184849,-4.436482E-005,0.0004265
1926,7.646192349,-6.754096E+001,95.3831600,7.646192349,-3.937565E-005,0.0004179
1927,7.646199849,-6.735008E+001,95.9021400,7.646199849,-4.411778E-005,0.0004268
1928,7.646207349,-6.778300E+001,96.3231700,7.646207349,-4.495524E-005,0.0004057
1929,7.646214849,-6.731357E+001,95.9417300,7.646214849,-4.459980E-005,0.0004285
1930,7.646222349,-6.746294E+001,96.3468800,7.646222349,-4.681676E-005,0.0004209
1931,7.646229849,-6.774972E+001,94.6231200,7.646229849,-3.302599E-005,0.0004084
1932,7.646237349,-6.765804E+001,96.7606600,7.646237349,-4.874793E-005,0.0004112
1933,7.646244849,-6.790995E+001,94.9520600,7.646244849,-3.472361E-005,0.0004008
1934,7.646252349,-6.775555E+001,95.6436800,7.646252349,-4.026802E-005,0.0004075
1935,7.646259849,-6.778139E+001,94.6810200,7.646259849,-3.331689E-005,0.0004069
1936,7.646267349,-6.761966E+001,94.3321500,7.646267349,-3.141841E-005,0.0004147
1937,7.646274849,-6.798760E+001,94.9074600,7.646274849,-3.410536E-005,0.0003972
1938,7.646282349,-6.799339E+001,93.5764500,7.646282349,-2.485301E-005,0.0003976
1939,7.646289849,-6.793268E+001,95.5542800,7.646289849,-3.883211E-005,0.0003993
1940,7.646297349,-6.836265E+001,94.5957200,7.646297349,-3.059373E-005,0.0003806
1941,7.646304849,-6.804538E+001,92.2831100,7.646304849,-1.577685E-005,0.0003957
1942,7.646312349,-6.804956E+001,92.6635400,7.646312349,-1.839509E-005,0.0003954
1943,7.646319849,-6.829688E+001,94.1771900,7.646319849,-2.802416E-005,0.0003837
1944,7.646327349,-6.799219E+001,93.4216300,7.646327349,-2.378171E-005,0.0003978
1945,7.646334849,-6.879752E+001,95.6767300,7.646334849,-3.592429E-005,0.0003614
1946,7.646342349,-6.829063E+001,93.7653500,7.646342349,-2.528355E-005,0.0003842
1947,7.646349849,-6.849168E+001,93.8973700,7.646349849,-2.556993E-005,0.0003753
1948,7.646357349,-6.809283E+001,93.7357800,7.646357349,-2.566312E-005,0.0003930
1949,7.646364849,-6.865692E+001,93.8843900,7.646364849,-2.500470E-005,0.0003683
1950,7.646372349,-6.859724E+001,93.8238700,7.646372349,-2.478539E-005,0.0003708
1951,7.646379849,-6.893674E+001,93.8361900,7.646379849,-2.391201E-005,0.0003566
1952,7.646387349,-6.910426E+001,94.1243800,7.646387349,-2.521432E-005,0.0003497
1953,7.646394849,-6.896830E+001,92.7374500,7.646394849,-1.700761E-005,0.0003557
1954,7.646402349,-6.877834E+001,94.9380200,7.646402349,-3.133106E-005,0.0003626
1955,7.646409849,-6.907999E+001,93.5018500,7.646409849,-2.147357E-005,0.0003509
1956,7.646417349,-6.929185E+001,92.4811900,7.646417349,-1.485280E-005,0.0003428
1957,7.646424849,-6.913212E+001,93.3278700,7.646424849,-2.028591E-005,0.0003489
1958,7.646432349,-6.925080E+001,93.6225100,7.646432349,-2.177999E-005,0.0003440
1959,7.646439849,-6.946677E+001,92.1977200,7.646439849,-1.289449E-005,0.0003360
1960,7.646447349,-6.946911E+001,93.3957100,7.646447349,-1.991121E-005,0.0003356
1961,7.646454849,-6.987527E+001,94.1620900,7.646454849,-2.328322E-005,0.0003200
1962,7.646462349,-6.943615E+001,95.6585400,7.646462349,-3.327113E-005,0.0003358
1963,7.646469849,-6.971962E+001,93.7710200,7.646469849,-2.148035E-005,0.0003259
1964,7.646477349,-6.994239E+001,92.9047800,7.646477349,-1.613184E-005,0.0003179
1965,7.646484849,-6.971519E+001,93.1228600,7.646484849,-1.780142E-005,0.0003263
1966,7.646492349,-7.008411E+001,95.9889700,7.646492349,-3.267626E-005,0.0003115
1967,7.646499849,-7.004504E+001,92.1929600,7.646499849,-1.203780E-005,0.0003144
1968,7.646507349,-6.998492E+001,91.9432700,7.646507349,-1.074189E-005,0.0003166
1969,7.646514849,-7.020231E+001,92.8668300,7.646514849,-1.545189E-005,0.0003086
1970,7.646522349,-7.011137E+001,92.2258200,7.646522349,-1.212522E-005,0.0003120
1971,7.646529849,-6.997914E+001,94.9426700,7.646529849,-2.731133E-005,0.0003158
1972,7.646537349,-7.008334E+001,93.6852000,7.646537349,-2.013128E-005,0.0003126
1973,7.646544849,-7.036311E+001,94.3596100,7.646544849,-2.305422E-005,0.0003024
1974,7.646552349,-7.063691E+001,91.0413400,7.646552349,-5.340696E-006,0.0002938
1975,7.646559849,-7.076445E+001,92.3991500,7.646559849,-1.212232E-005,0.0002893
1976,7.646567349,-7.088113E+001,93.5721300,7.646567349,-1.780192E-005,0.0002852
1977,7.646574849,-7.096261E+001,94.5353600,7.646574849,-2.238230E-005,0.0002822
1978,7.646582349,-7.097783E+001,92.9996700,7.646582349,-1.478634E-005,0.0002822
1979,7.646589849,-7.127885E+001,95.7184100,7.646589849,-2.719502E-005,0.0002716
1980,7.646597349,-7.079135E+001,94.2372500,7.646597349,-2.133038E-005,0.0002879
1981,7.646604849,-7.129839E+001,98.2542500,7.646604849,-3.909600E-005,0.0002695
1982,7.646612349,-7.141725E+001,91.4677200,7.646612349,-6.880346E-006,0.0002685
1983,7.646619849,-7.156916E+001,94.7428800,7.646619849,-2.182555E-005,0.0002631
1984,7.646627349,-7.164201E+001,94.1386600,7.646627349,-1.889119E-005,0.0002611
1985,7.646634849,-7.170869E+001,95.4225700,7.646634849,-2.454703E-005,0.0002586
1986,7.646642349,-7.182543E+001,97.4586900,7.646642349,-3.326908E-005,0.0002541
1987,7.646649849,-7.225093E+001,95.6154800,7.646649849,-2.387931E-005,0.0002429
1988,7.646657349,-7.175441E+001,95.1319700,7.646657349,-2.311315E-005,0.0002574
1989,7.646664849,-7.184470E+001,96.0702100,7.646664849,-2.704164E-005,0.0002543
1990,7.646672349,-7.237024E+001,94.4576000,7.646672349,-1.870806E-005,0.0002400
1991,7.646679849,-7.250142E+001,97.1762900,7.646679849,-2.961900E-005,0.0002352
1992,7.646687349,-7.239739E+001,94.9741800,7.646687349,-2.080578E-005,0.0002391
1993,7.646694849,-7.318477E+001,98.3856000,7.646694849,-3.196109E-005,0.0002168
1994,7.646702349,-7.261391E+001,99.7249700,7.646702349,-3.953507E-005,0.0002307
1995,7.646709849,-7.275340E+001,98.1567500,7.646709849,-3.267805E-005,0.0002280
1996,7.646717349,-7.273917E+001,96.9009200,7.646717349,-2.771886E-005,0.0002290
1997,7.646724849,-7.234483E+001,98.7990800,7.646724849,-3.692880E-005,0.0002386
1998,7.646732349,-7.285099E+001,99.8090700,7.646732349,-3.880003E-005,0.0002244
1999,7.646739849,-7.279328E+001,99.1401600,7.646739849,-3.641862E-005,0.0002264
2000,7.646747349,-7.274963E+001,96.7872600,7.646747349,-2.723170E-005,0.0002288
2001,7.646754849,-7.300056E+001,103.8553000,7.646754849,-5.360722E-005,0.0002173
2002,7.646762349,-7.324577E+001,98.4247600,7.646762349,-3.188456E-005,0.0002153
2003,7.646769849,-7.338634E+001,102.7179000,7.646769849,-4.714141E-005,0.0002089
2004,7.646777349,-7.380243E+001,105.7971000,7.646777349,-5.556697E-005,0.0001964
2005,7.646784849,-7.443704E+001,105.8714000,7.646784849,-5.188863E-005,0.0001825
2006,7.646792349,-7.409448E+001,101.0537000,7.646792349,-3.784096E-005,0.0001937
2007,7.646799849,-7.417794E+001,102.9680000,7.646799849,-4.386729E-005,0.0001905
2008,7.646807349,-7.403419E+001,104.6982000,7.646807349,-5.042633E-005,0.0001922
2009,7.646814849,-7.463826E+001,105.3784000,7.646814849,-4.916410E-005,0.0001788
2010,7.646822349,-7.411186E+001,106.2722000,7.646822349,-5.519219E-005,0.0001891
2011,7.646829849,-7.383611E+001,111.6278000,7.646829849,-7.494121E-005,0.0001890
2012,7.646837349,-7.403922E+001,109.9322000,7.646837349,-6.771369E-005,0.0001867
2013,7.646844849,-7.435080E+001,109.8002000,7.646844849,-6.491260E-005,0.0001803
2014,7.646852349,-7.458994E+001,110.1563000,7.646852349,-6.423858E-005,0.0001750
2015,7.646859849,-7.458028E+001,113.6062000,7.646859849,-7.473640E-005,0.0001710
2016,7.646867349,-7.431982E+001,113.9160000,7.646867349,-7.796331E-005,0.0001758
2017,7.646874849,-7.501991E+001,119.6594000,7.646874849,-8.779551E-005,0.0001542
2018,7.646882349,-7.510648E+001,117.3616000,7.646882349,-8.073471E-005,0.0001560
2019,7.646889849,-7.409216E+001,116.7118000,7.646889849,-8.874119E-005,0.0001764
2020,7.646897349,-7.452465E+001,111.0773000,7.646897349,-6.754902E-005,0.0001753
2021,7.646904849,-7.528588E+001,118.4508000,7.646904849,-8.197487E-005,0.0001513
2022,7.646912349,-7.490096E+001,123.2990000,7.646912349,-9.874856E-005,0.0001503
2023,7.646919849,-7.444911E+001,119.8790000,7.646919849,-9.438918E-005,0.0001643
2024,7.646927349,-7.523082E+001,121.7394000,7.646927349,-9.109421E-005,0.0001473
2025,7.646934849,-7.457103E+001,124.3742000,7.646934849,-1.054838E-004,0.0001542
2026,7.646942349,-7.471915E+001,123.1555000,7.646942349,-1.004525E-004,0.0001538
2027,7.646949849,-7.476287E+001,122.7216000,7.646949849,-9.878676E-005,0.0001537
2028,7.646957349,-7.520679E+001,123.3581000,7.646957349,-9.548184E-005,0.0001450
2029,7.646964849,-7.548053E+001,132.1902000,7.646964849,-1.130005E-004,0.0001247
2030,7.646972349,-7.541278E+001,123.2059000,7.646972349,-9.286753E-005,0.0001419
2031,7.646979849,-7.490288E+001,126.1719000,7.646979849,-1.061359E-004,0.0001452
2032,7.646987349,-7.521152E+001,129.6158000,7.646987349,-1.106617E-004,0.0001337
2033,7.646994849,-7.538824E+001,130.0028000,7.646994849,-1.093154E-004,0.0001303
2034,7.647002349,-7.469495E+001,132.4605000,7.647002349,-1.243396E-004,0.0001359
2035,7.647009849,-7.450062E+001,132.8818000,7.647009849,-1.281710E-004,0.0001380
2036,7.647017349,-7.489446E+001,135.6209000,7.647017349,-1.286523E-004,0.0001259
2037,7.647024849,-7.478055E+001,134.1299000,7.647024849,-1.269875E-004,0.0001309
2038,7.647032349,-7.514890E+001,137.7080000,7.647032349,-1.293081E-004,0.0001176
2039,7.647039849,-7.480499E+001,138.1108000,7.647039849,-1.353876E-004,0.0001214
2040,7.647047349,-7.416550E+001,137.6516000,7.647047349,-1.446792E-004,0.0001319
2041,7.647054849,-7.493665E+001,139.4406000,7.647054849,-1.360908E-004,0.0001165
2042,7.647062349,-7.419312E+001,139.2076000,7.647062349,-1.477361E-004,0.0001275
2043,7.647069849,-7.381956E+001,143.4665000,7.647069849,-1.636865E-004,0.0001213
2044,7.647077349,-7.442525E+001,140.7164000,7.647077349,-1.470587E-004,0.0001203
2045,7.647084849,-7.402042E+001,139.5479000,7.647084849,-1.514728E-004,0.0001292
2046,7.647092349,-7.404301E+001,142.4904000,7.647092349,-1.574925E-004,0.0001209
2047,7.647099849,-7.371700E+001,147.0167000,7.647099849,-1.729115E-004,0.0001122
2048,7.647107349,-7.408394E+001,146.5835000,7.647107349,-1.649407E-004,0.0001088
2049,7.647114849,-7.345972E+001,148.1230000,7.647114849,-1.803084E-004,0.0001121
2050,7.647122349,-7.378507E+001,143.9079000,7.647122349,-1.652709E-004,0.0001205
2051,7.647129849,-7.316892E+001,143.9353000,7.647129849,-1.774822E-004,0.0001293
2052,7.647137349,-7.415135E+001,142.8694000,7.647137349,-1.563268E-004,0.0001184
2053,7.647144849,-7.395360E+001,146.8917000,7.647144849,-1.680263E-004,0.0001096
2054,7.647152349,-7.346353E+001,148.8592000,7.647152349,-1.816543E-004,0.0001098
2055,7.647159849,-7.327063E+001,152.3861000,7.647159849,-1.922858E-004,0.0001006
2056,7.647167349,-7.383099E+001,148.2358000,7.647167349,-1.729747E-004,0.0001071
2057,7.647174849,-7.318253E+001,147.5760000,7.647174849,-1.850415E-004,0.0001175
2058,7.647182349,-7.313914E+001,152.3640000,7.647182349,-1.951791E-004,0.0001022
2059,7.647189849,-7.261220E+001,150.5765000,7.647189849,-2.038988E-004,0.0001150
2060,7.647197349,-7.266025E+001,151.4637000,7.647197349,-2.045203E-004,0.0001112
2061,7.647204849,-7.284615E+001,151.1662000,7.647204849,-1.996216E-004,0.0001099
2062,7.647212349,-7.306522E+001,149.2787000,7.647212349,-1.910146E-004,0.0001135
2063,7.647219849,-7.302647E+001,153.8552000,7.647219849,-2.003548E-004,0.0000983
2064,7.647227349,-7.272638E+001,152.3581000,7.647227349,-2.046673E-004,0.0001072
2065,7.647234849,-7.265806E+001,151.9121000,7.647234849,-2.054362E-004,0.0001096
2066,7.647242349,-7.227637E+001,151.8728000,7.647242349,-2.145866E-004,0.0001147
2067,7.647249849,-7.250188E+001,154.9939000,7.647249849,-2.148622E-004,0.0001002
2068,7.647257349,-7.215627E+001,155.6272000,7.647257349,-2.247230E-004,0.0001018
2069,7.647264849,-7.193597E+001,155.3053000,7.647264849,-2.299053E-004,0.0001057
2070,7.647272349,-7.216698E+001,155.7223000,7.647272349,-2.246143E-004,0.0001013
2071,7.647279849,-7.200543E+001,153.3486000,7.647279849,-2.243602E-004,0.0001126
2072,7.647287349,-7.177306E+001,157.3603000,7.647287349,-2.379697E-004,0.0000993
2073,7.647294849,-7.159662E+001,158.1153000,7.647294849,-2.441670E-004,0.0000981
2074,7.647302349,-7.177437E+001,158.1243000,7.647302349,-2.392361E-004,0.0000961
2075,7.647309849,-7.186095E+001,157.3618000,7.647309849,-2.355766E-004,0.0000982
2076,7.647317349,-7.163213E+001,153.6648000,7.647317349,-2.348579E-004,0.0001163
2077,7.647324849,-7.144952E+001,160.1196000,7.647324849,-2.516741E-004,0.0000910
2078,7.647332349,-7.137404E+001,156.0601000,7.647332349,-2.467352E-004,0.0001095
2079,7.647339849,-7.116553E+001,157.2106000,7.647339849,-2.549317E-004,0.0001071
2080,7.647347349,-7.131673E+001,155.6227000,7.647347349,-2.475191E-004,0.0001122
2081,7.647354849,-7.067927E+001,158.4321000,7.647354849,-2.719639E-004,0.0001075
2082,7.647362349,-7.079794E+001,158.1231000,7.647362349,-2.676978E-004,0.0001075
2083,7.647369849,-7.100420E+001,157.6421000,7.647369849,-2.605254E-004,0.0001072
2084,7.647377349,-7.081439E+001,157.3470000,7.647377349,-2.657133E-004,0.0001109
2085,7.647384849,-7.075795E+001,160.4934000,7.647384849,-2.731690E-004,0.0000968
2086,7.647392349,-7.063882E+001,155.2889000,7.647392349,-2.669000E-004,0.0001228
2087,7.647399849,-7.065086E+001,159.8377000,7.647399849,-2.754184E-004,0.0001011
2088,7.647407349,-7.039524E+001,158.4471000,7.647407349,-2.810331E-004,0.0001110
2089,7.647414849,-7.068304E+001,159.2873000,7.647414849,-2.734194E-004,0.0001034
2090,7.647422349,-7.037981E+001,158.2311000,7.647422349,-2.811116E-004,0.0001123
2091,7.647429849,-7.008554E+001,158.1579000,7.647429849,-2.906499E-004,0.0001165
2092,7.647437349,-7.056731E+001,159.5505000,7.647437349,-2.775654E-004,0.0001035
2093,7.647444849,-7.033110E+001,158.3198000,7.647444849,-2.828671E-004,0.0001125
2094,7.647452349,-7.005322E+001,156.2961000,7.647452349,-2.877807E-004,0.0001264
2095,7.647459849,-6.994086E+001,155.0443000,7.647459849,-2.886619E-004,0.0001343
2096,7.647467349,-7.000043E+001,155.8997000,7.647467349,-2.886483E-004,0.0001291
2097,7.647474849,-7.006186E+001,156.8614000,7.647474849,-2.887258E-004,0.0001234
2098,7.647482349,-6.990085E+001,158.4441000,7.647482349,-2.974872E-004,0.0001175
2099,7.647489849,-6.983913E+001,156.9282000,7.647489849,-2.963725E-004,0.0001262
2100,7.647497349,-6.975660E+001,156.0818000,7.647497349,-2.972867E-004,0.0001319
2101,7.647504849,-6.984153E+001,156.0154000,7.647504849,-2.942427E-004,0.0001309
2102,7.647512349,-6.948953E+001,158.0241000,7.647512349,-3.110018E-004,0.0001255
2103,7.647519849,-6.957193E+001,157.9538000,7.647519849,-3.079125E-004,0.0001247
2104,7.647527349,-6.927644E+001,158.9483000,7.647527349,-3.207595E-004,0.0001235
2105,7.647534849,-6.924384E+001,156.5789000,7.647534849,-3.165665E-004,0.0001371
2106,7.647542349,-6.947236E+001,158.3339000,7.647542349,-3.122927E-004,0.0001241
2107,7.647549849,-6.924110E+001,158.5238000,7.647549849,-3.211396E-004,0.0001263
2108,7.647557349,-6.943401E+001,158.4688000,7.647557349,-3.139673E-004,0.0001239
2109,7.647564849,-6.952856E+001,156.8855000,7.647564849,-3.070636E-004,0.0001311
2110,7.647572349,-6.928819E+001,156.3423000,7.647572349,-3.143886E-004,0.0001377
2111,7.647579849,-6.893587E+001,158.2273000,7.647579849,-3.319437E-004,0.0001326
2112,7.647587349,-6.909621E+001,159.0952000,7.647587349,-3.278065E-004,0.0001252
2113,7.647594849,-6.876691E+001,159.5360000,7.647594849,-3.414634E-004,0.0001274
2114,7.647602349,-6.884650E+001,156.4680000,7.647602349,-3.311061E-004,0.0001442
